1,1301,東証1部,極洋
2,1305,東証,ダイワ上場投信-トピックス
3,1306,東証,TOPIX連動型上場投資信託
4,1308,東証,上場インデックスファンドTOPIX
5,1309,東証,上海株式指数・上証50連動型上場投資信託
6,1310,東証,ダイワ上場投信-トピックス・コア30
7,1311,東証,TOPIX Core 30 連動型上場投資信託
8,1312,東証,ラッセル野村小型コア・インデックス連動型上場投資信託
9,1313,東証,サムスンKODEX200証券上場指数投資信託
10,1314,東証,上場インデックスファンドS&P日本新興株100
11,1316,東証,上場インデックスファンドTOPIX100日本大型株
12,1317,東証,上場インデックスファンドTOPIX Mid400日本中型株
13,1318,東証,上場インデックスファンドTOPIX Small日本小型株
14,1319,東証,日経300株価指数連動型上場投資信託
15,1319,福証,日経300株価指数連動型上場投資信託
16,1319,札証,日経300株価指数連動型上場投資信託
17,1320,東証,ダイワ上場投信-日経225
18,1321,東証,日経225連動型上場投資信託
19,1322,東証,上場インデックスファンド中国A株（パンダ）CSI300
20,1323,東証,NEXT FUNDS 南アフリカ株式指数・FTSE/JSE Africa Top40連動型上場投信
21,1324,東証,NEXT FUNDS ロシア株式指数・RTS連動型上場投信
22,1325,東証,NEXT FUNDS ブラジル株式指数・ボベスパ連動型上場投信
23,1326,東証,SPDRゴールド・シェア
24,1327,東証,S&P GSCI商品指数キャップド･コンポーネント35/20･THEAM･イージーUCITS･ETFクラスA米ドル建
25,1328,東証,金価格連動型上場投資信託
26,1329,東証,iシェアーズ 日経225 ETF
27,1330,東証,上場インデックスファンド225
28,1332,東証1部,日本水産
29,1333,東証1部,マルハニチロ
30,1343,東証,NEXT FUNDS 東証REIT指数連動型上場投信
31,1344,東証,MAXIS トピックス・コア30上場投信
32,1345,東証,上場インデックスファンドJリート（東証REIT指数）隔月分配型
33,1346,東証,MAXIS 日経225上場投信
34,1347,東証,上場インデックスファンドFTSE日本グリーンチップ35
35,1348,東証,MAXIS トピックス上場投信
36,1349,東証,ABF汎アジア債券インデックス・ファンド
37,1352,東証1部,ホウスイ
38,1356,東証,TOPIXベア2倍上場投信
39,1376,JQスタンダード,カネコ種苗
40,1377,東証1部,サカタのタネ
41,1378,東証2部,雪国まいたけ
42,1379,東証1部,ホクト
43,1380,JQスタンダード,秋川牧園
44,1381,JQスタンダード,アクシーズ
45,1382,JQスタンダード,ホーブ
46,1383,JQスタンダード,ベルグアース
47,1400,JQグロース,ルーデン・ホールディングス
48,1401,福証Q-Board,エムビーエス
49,1405,東証2部,サーラ住宅
50,1407,JQスタンダード,ウエストホールディングス
51,1408,JQグロース,サムシングホールディングス
52,1414,東証1部,ショーボンドホールディングス
53,1417,東証1部,ミライト・ホールディングス
54,1418,JQスタンダード,インターライフホールディングス
55,1419,東証1部,タマホーム
56,1419,福証,タマホーム
57,1420,東証1部,サンヨーホームズ
58,1427,東証TPM,HABITA CRAFT
59,1429,東証マザーズ,日本アクア
60,1491,東証2部,中外鉱業
61,1514,東証1部,住石ホールディングス
62,1515,東証1部,日鉄鉱業
63,1518,東証1部,三井松島産業
64,1518,福証,三井松島産業
65,1540,東証,純金上場信託（現物国内保管型）
66,1541,東証,純プラチナ上場信託（現物国内保管型）
67,1542,東証,純銀上場信託（現物国内保管型）
68,1543,東証,純パラジウム上場信託（現物国内保管型）
69,1544,東証,上場インデックスファンド日本株式（MSCIジャパン）
70,1545,東証,NEXT FUNDS NASDAQ-100連動型上場投信
71,1546,東証,NEXT FUNDS ダウ・ジョーンズ工業株30種平均株価連動型上場投信
72,1547,東証,上場インデックスファンド米国株式（S&P500）
73,1548,東証,上場インデックスファンド中国H株（ハンセン中国企業株）
74,1549,東証,上場インデックスファンドCNX Nifty先物（インド株式）
75,1550,東証,MAXIS 海外株式（MSCIコクサイ）上場投信
76,1551,東証,JASDAQ-TOP20上場投信
77,1552,東証,国際のETF VIX短期先物指数
78,1554,東証,上場インデックスファンド世界株式（MSCI ACWI）除く日本
79,1555,東証,上場インデックスファンド豪州リート（S&P/ASX200 A-REIT）
80,1556,東証,上場インデックスファンド日経中国関連株50
81,1557,東証,SPDR S&P500 ETF
82,1559,東証,NEXT FUNDS タイ株式SET50指数連動型上場投信
83,1560,東証,NEXT FUNDS FTSEブルサ・マレーシアKLCI連動型上場投信
84,1561,東証,国際のETF VIX中期先物指数
85,1562,東証,YOURMIRAI アジア関連日本株指数上場投信
86,1563,東証,マザーズ・コア上場投信
87,1565,東証,日経カバードコール指数上場投信
88,1566,東証,上場インデックスファンド新興国債券（バークレイズLocal EM国債）
89,1567,東証,MAXISトピックスリスクコントロール（5％）上場投信
90,1568,東証,TOPIXブル2倍上場投信
91,1569,東証,TOPIXベア上場投信
92,1570,東証,NEXT FUNDS 日経平均レバレッジ・インデックス連動型上場投信
93,1571,東証,NEXT FUNDS 日経平均インバース・インデックス連動型上場投信
94,1572,東証,中国H株ブル2倍上場投信
95,1573,東証,中国H株ベア上場投信
96,1574,東証,MAXISトピックスリスクコントロール（10％）上場投信
97,1575,東証,ChinaAMC CSI 300 Index ETF-JDR
98,1576,東証,南方 FTSE 中国A株50 ETF
99,1577,東証,NEXT FUNDS 野村日本株高配当70連動型上場投信
100,1578,東証,上場インデックスファンド日経225（ミニ）
101,1579,東証,日経平均ブル2倍上場投信
102,1580,東証,日経平均ベア上場投信
103,1581,東証,iシェアーズ 先進国株ETF（MSCIコクサイ）
104,1582,東証,iシェアーズ エマージング株ETF（MSCIエマージングIMI）
105,1583,東証,iシェアーズ フロンティア株ETF（MSCIフロンティア100）
106,1584,東証,サムスンKODEXサムスングループ株証券上場指数投資信託
107,1585,東証,ダイワ上場投信・TOPIX Ex-Financials
108,1586,東証,上場インデックスファンドTOPIX Ex-Financials
109,1587,東証,iシェアーズ 米国超大型株ETF（S&P100）
110,1588,東証,iシェアーズ 米国小型株ETF（ラッセル2000）
111,1589,東証,iシェアーズ 米国高配当株ETF（モーニングスター配当フォーカス）
112,1590,東証,iシェアーズ 米国リート・不動産株ETF（ダウ・ジョーンズ米国不動産）
113,1591,東証,NEXT FUNDS JPX日経インデックス400連動型上場投信
114,1592,東証,上場インデックスファンドJPX日経インデックス400
115,1593,東証,MAXIS JPX日経インデックス400上場投信
116,1595,東証,NZAM 上場投信 東証REIT指数
117,1596,東証,NZAM 上場投信 TOPIX Ex-Financials
118,1597,東証,MAXIS Jリート上場投信
119,1598,東証,NEXT FUNDS R／Nファンダメンタル・インデックス上場投信
120,1599,東証,ダイワ上場投信-JPX日経400
121,1605,東証1部,国際石油開発帝石
122,1606,東証1部,日本海洋掘削
123,1610,東証,ダイワ上場投信-東証電気機器株価指数
124,1612,東証,ダイワ上場投信-東証銀行業株価指数
125,1613,東証,東証電気機器株価指数連動型上場投資信託
126,1615,東証,東証銀行業株価指数連動型上場投資信託
127,1617,東証,NEXT FUNDS 食品（TOPIX-17）上場投信
128,1618,東証,NEXT FUNDS エネルギー資源（TOPIX-17）上場投信
129,1619,東証,NEXT FUNDS 建設・資材（TOPIX-17）上場投信
130,1620,東証,NEXT FUNDS 素材・化学（TOPIX-17）上場投信
131,1621,東証,NEXT FUNDS 医薬品（TOPIX-17）上場投信
132,1622,東証,NEXT FUNDS 自動車・輸送機（TOPIX-17）上場投信
133,1623,東証,NEXT FUNDS 鉄鋼・非鉄（TOPIX-17）上場投信
134,1624,東証,NEXT FUNDS 機械（TOPIX-17）上場投信
135,1625,東証,NEXT FUNDS 電機・精密（TOPIX-17）上場投信
136,1626,東証,NEXT FUNDS 情報通信･サービスその他（TOPIX-17）上場投信
137,1627,東証,NEXT FUNDS 電力・ガス（TOPIX-17）上場投信
138,1628,東証,NEXT FUNDS 運輸・物流（TOPIX-17）上場投信
139,1629,東証,NEXT FUNDS 商社・卸売（TOPIX-17）上場投信
140,1630,東証,NEXT FUNDS 小売（TOPIX-17）上場投信
141,1631,東証,NEXT FUNDS 銀行（TOPIX-17）上場投信
142,1632,東証,NEXT FUNDS 金融（除く銀行）（TOPIX-17）上場投信
143,1633,東証,NEXT FUNDS 不動産（TOPIX-17）上場投信
144,1634,東証,ダイワ上場投信・TOPIX-17 食品
145,1635,東証,ダイワ上場投信・TOPIX-17 エネルギー資源
146,1636,東証,ダイワ上場投信・TOPIX-17 建設・資材
147,1637,東証,ダイワ上場投信・TOPIX-17 素材・化学
148,1638,東証,ダイワ上場投信・TOPIX-17 医薬品
149,1639,東証,ダイワ上場投信・TOPIX-17 自動車・輸送機
150,1640,東証,ダイワ上場投信・TOPIX-17 鉄鋼・非鉄
151,1641,東証,ダイワ上場投信・TOPIX-17 機械
152,1642,東証,ダイワ上場投信・TOPIX-17 電機・精密
153,1643,東証,ダイワ上場投信・TOPIX-17 情報通信・サービスその他
154,1644,東証,ダイワ上場投信・TOPIX-17 電力・ガス
155,1645,東証,ダイワ上場投信・TOPIX-17 運輸・物流
156,1646,東証,ダイワ上場投信・TOPIX-17 商社・卸売
157,1647,東証,ダイワ上場投信・TOPIX-17 小売
158,1648,東証,ダイワ上場投信・TOPIX-17 銀行
159,1649,東証,ダイワ上場投信・TOPIX-17 金融（除く銀行）
160,1650,東証,ダイワ上場投信・TOPIX-17 不動産
161,1662,東証1部,石油資源開発
162,1663,東証1部,K&Oエナジーグループ
163,1670,東証,MAXIS S&P三菱系企業群上場投信
164,1671,東証,WTI原油価格連動型上場投信
165,1672,東証,ETFS 金上場投資信託
166,1673,東証,ETFS 銀上場投資信託
167,1674,東証,ETFS 白金上場投資信託
168,1675,東証,ETFS パラジウム上場投資信託
169,1676,東証,ETFS 貴金属バスケット上場投資信託
170,1677,東証,上場インデックスファンド海外債券（Citi WGBI）毎月分配型
171,1678,東証,NEXT FUNDS インド株式指数・CNX Nifty連動型上場投信
172,1679,東証,Simple-X NYダウ・ジョーンズ・インデックス上場投信
173,1680,東証,上場インデックスファンド海外先進国株式（MSCI-KOKUSAI）
174,1681,東証,上場インデックスファンド海外新興国株式（MSCIエマージング）
175,1682,東証,NEXT FUNDS 日経・東商取白金指数連動型上場投信
176,1683,東証,国内金先物価格連動型上場投信
177,1684,東証,ETFS 総合商品指数（DJ-UBSCI）上場投資信託
178,1685,東証,ETFS エネルギー商品指数（DJ-UBSCI）上場投資信託
179,1686,東証,ETFS 産業用金属商品指数（DJ-UBSCI）上場投資信託
180,1687,東証,ETFS 農産物商品指数（DJ-UBSCI）上場投資信託
181,1688,東証,ETFS 穀物商品指数（DJ-UBSCI）上場投資信託
182,1689,東証,ETFS 天然ガス上場投資信託
183,1690,東証,ETFS WTI 原油上場投資信託
184,1691,東証,ETFS ガソリン上場投資信託
185,1692,東証,ETFS アルミニウム上場投資信託
186,1693,東証,ETFS 銅上場投資信託
187,1694,東証,ETFS ニッケル上場投資信託
188,1695,東証,ETFS 小麦上場投資信託
189,1696,東証,ETFS とうもろこし上場投資信託
190,1697,東証,ETFS 大豆上場投資信託
191,1698,東証,上場インデックスファンド日本高配当（東証配当フォーカス100）
192,1699,東証,NEXT FUNDS NOMURA原油インデックス連動型上場投信
193,1711,東証マザーズ,省電舎
194,1712,東証1部,ダイセキ環境ソリューション
195,1716,JQスタンダード,第一カッター興業
196,1717,JQスタンダード,明豊ファシリティワークス
197,1718,JQスタンダード,美樹工業
198,1719,東証1部,安藤・間
199,1720,東証1部,東急建設
200,1721,東証1部,コムシスホールディングス
201,1722,東証1部,ミサワホーム
202,1723,JQスタンダード,日本電技
203,1724,JQスタンダード,シンクレイヤ
204,1726,東証2部,ビーアールホールディングス
205,1728,JQスタンダード,ミサワホーム中国
206,1730,JQスタンダード,麻生フオームクリート
207,1734,札証,北弘電社
208,1736,JQスタンダード,オーテック
209,1737,東証2部,三井金属エンジニアリング
210,1739,JQグロース,シード
211,1743,東証2部,コーアツ工業
212,1743,福証,コーアツ工業
213,1757,東証2部,クレアホールディングス
214,1758,JQスタンダード,太洋基礎工業
215,1762,東証1部,高松コンストラクショングループ
216,1764,東証2部,工藤建設
217,1766,東証1部,東建コーポレーション
218,1768,東証2部,ソネック
219,1770,JQスタンダード,藤田エンジニアリング
220,1771,福証,日本乾溜工業
221,1773,東証1部外国,ワイ・ティー・エル・コーポレーション・バーハッド
222,1775,東証2部,富士古河E&C
223,1776,東証2部,三井住建道路
224,1780,東証1部,ヤマウラ
225,1782,JQスタンダード,常磐開発
226,1783,JQスタンダード,A.Cホールディングス
227,1787,JQスタンダード,ナカボーテック
228,1788,JQスタンダード,三東工業社
229,1789,JQスタンダード,山加電業
230,1793,JQスタンダード,大本組
231,1795,JQスタンダード,マサル
232,1798,JQスタンダード,守谷商会
233,1799,JQスタンダード,第一建設工業
234,1801,東証1部,大成建設
235,1802,東証1部,大林組
236,1802,福証,大林組
237,1803,東証1部,清水建設
238,1805,東証1部,飛島建設
239,1807,JQスタンダード,佐藤渡辺
240,1808,東証1部,長谷工コーポレーション
241,1810,東証1部,松井建設
242,1811,東証1部,錢高組
243,1812,東証1部,鹿島建設
244,1813,東証1部,不動テトラ
245,1814,東証1部,大末建設
246,1815,東証1部,鉄建建設
247,1819,東証1部,日鉄住金テックスエンジ
248,1820,東証1部,西松建設
249,1821,東証1部,三井住友建設
250,1822,東証1部,大豊建設
251,1824,東証1部,前田建設工業
252,1826,東証1部,佐田建設
253,1827,東証1部,ナカノフドー建設
254,1828,東証2部,田辺工業
255,1832,札証,北海電気工事
256,1833,東証1部,奥村組
257,1834,東証1部,大和小田急建設
258,1835,東証1部,東鉄工業
259,1840,東証2部,土屋ホールディングス
260,1840,札証,土屋ホールディングス
261,1841,JQスタンダード,サンユー建設
262,1844,東証2部,大盛工業
263,1846,東証2部,鈴縫工業
264,1847,東証1部,イチケン
265,1848,東証2部,富士ピー・エス
266,1848,福証,富士ピー・エス
267,1850,東証2部,南海辰村建設
268,1852,東証1部,淺沼組
269,1853,東証2部,森組
270,1860,東証1部,戸田建設
271,1861,東証1部,熊谷組
272,1865,東証1部,青木あすなろ建設
273,1866,東証1部,北野建設
274,1867,東証1部,植木組
275,1868,東証1部,三井ホーム
276,1870,東証1部,矢作建設工業
277,1871,東証1部,ピーエス三菱
278,1873,東証1部,東日本ハウス
279,1878,東証1部,大東建託
280,1879,東証1部,新日本建設
281,1881,東証1部,NIPPO
282,1881,札証,NIPPO
283,1882,東証1部,東亜道路工業
284,1883,東証1部,前田道路
285,1884,東証1部,日本道路
286,1885,東証1部,東亜建設工業
287,1885,札証,東亜建設工業
288,1888,東証1部,若築建設
289,1890,東証1部,東洋建設
290,1893,東証1部,五洋建設
291,1896,東証1部,大林道路
292,1897,東証2部,金下建設
293,1898,東証1部,世紀東急工業
294,1899,東証1部,福田組
295,1904,JQスタンダード,大成温調
296,1905,JQスタンダード,テノックス
297,1906,JQスタンダード,細田工務店
298,1909,東証1部,日本ドライケミカル
299,1911,東証1部,住友林業
300,1914,東証1部,日本基礎技術
301,1916,東証1部,日成ビルド工業
302,1919,東証1部,ヤマダ・エスバイエルホーム
303,1921,東証1部,巴コーポレーション
304,1921,札証,巴コーポレーション
305,1924,東証1部,パナホーム
306,1925,東証1部,大和ハウス工業
307,1926,東証1部,ライト工業
308,1928,東証1部,積水ハウス
309,1929,東証1部,日特建設
310,1930,東証1部,北陸電気工事
311,1931,東証2部,日本電通
312,1933,東証2部,西日本システム建設
313,1933,福証,西日本システム建設
314,1934,東証1部,ユアテック
315,1935,東証2部,TTK
316,1937,東証1部,西部電気工業
317,1937,福証,西部電気工業
318,1938,東証2部,日本リーテック
319,1939,東証1部,四電工
320,1941,東証1部,中電工
321,1942,東証1部,関電工
322,1944,東証1部,きんでん
323,1945,東証1部,東京エネシス
324,1946,東証1部,トーエネック
325,1948,東証2部,弘電社
326,1949,東証1部,住友電設
327,1950,東証1部,日本電設工業
328,1951,東証1部,協和エクシオ
329,1952,東証1部,新日本空調
330,1954,東証1部,日本工営
331,1956,東証1部,NDS
332,1959,東証1部,九電工
333,1959,福証,九電工
334,1960,東証2部,サンテック
335,1961,東証1部,三機工業
336,1963,東証1部,日揮
337,1964,東証1部,中外炉工業
338,1965,東証2部,テクノ菱和
339,1966,東証2部,高田工業所
340,1966,福証,高田工業所
341,1967,東証1部,ヤマト
342,1968,東証1部,太平電業
343,1969,東証1部,高砂熱学工業
344,1971,東証2部,中央ビルト工業
345,1972,東証1部,三晃金属工業
346,1973,東証1部,NECネッツエスアイ
347,1975,東証1部,朝日工業社
348,1976,東証1部,明星工業
349,1979,東証1部,大氣社
350,1980,東証1部,ダイダン
351,1981,JQスタンダード,協和日成
352,1982,東証1部,日比谷総合設備
353,1983,東証1部,東芝プラントシステム
354,1984,JQスタンダード,三信建設工業
355,1987,東証2部,ソルコム
356,1989,東証2部,北陸電話工事
357,1992,JQスタンダード,神田通信機
358,1994,JQスタンダード,高橋カーテンウォール工業
359,1997,JQスタンダード,暁飯島工業
360,1999,福証,サイタホールディングス
361,2001,東証1部,日本製粉
362,2001,札証,日本製粉
363,2002,東証1部,日清製粉グループ本社
364,2003,東証1部,日東富士製粉
365,2004,東証1部,昭和産業
366,2006,東証2部,東福製粉
367,2006,福証,東福製粉
368,2008,東証2部,増田製粉所
369,2009,東証1部,鳥越製粉
370,2009,福証,鳥越製粉
371,2021,東証,iPath 商品指数連動受益証券発行信託
372,2022,東証,iPath 貴金属指数連動受益証券発行信託
373,2023,東証,iPath 産業用金属指数連動受益証券発行信託
374,2024,東証,iPath エネルギー指数連動受益証券発行信託
375,2025,東証,iPath 農産物指数連動受益証券発行信託
376,2026,東証,iPath 穀物指数連動受益証券発行信託
377,2027,東証,iPath ソフト農産物指数連動受益証券発行信託
378,2028,東証,iPath 畜産物指数連動受益証券発行信託
379,2029,東証,iPath VIX中期先物指数連動受益証券発行信託
380,2030,東証,iPath VIX短期先物指数連動受益証券発行信託
381,2031,東証,NEXT NOTES 香港ハンセン・ダブル・ブル ETN
382,2032,東証,NEXT NOTES 香港ハンセン・ベア ETN
383,2033,東証,NEXT NOTES 韓国KOSPI・ダブル・ブル ETN
384,2034,東証,NEXT NOTES 韓国KOSPI・ベア ETN
385,2035,東証,NEXT NOTES 日経平均VI先物指数 ETN
386,2036,東証,NEXT NOTES 日経・TOCOM 金 ダブル・ブル ETN
387,2037,東証,NEXT NOTES 日経・TOCOM 金 ベア ETN
388,2038,東証,NEXT NOTES 日経・TOCOM 原油 ダブル・ブル ETN
389,2039,東証,NEXT NOTES 日経・TOCOM 原油 ベア ETN
390,2040,東証,NEXT NOTES NYダウ・ダブル・ブル・ドルヘッジ ETN
391,2041,東証,NEXT NOTES NYダウ・ベア・ドルヘッジ ETN
392,2042,東証,NEXT NOTES 東証マザーズ ETN
393,2043,東証,NEXT NOTES STOXX アセアン好配当50（円、ネットリターン）ETN
394,2052,東証1部,協同飼料
395,2053,東証1部,中部飼料
396,2055,東証2部,日和産業
397,2056,東証1部,日本配合飼料
398,2058,福証,ヒガシマル
399,2107,東証1部,東洋精糖
400,2108,東証1部,日本甜菜製糖
401,2109,東証1部,三井製糖
402,2112,東証1部,塩水港精糖
403,2114,東証2部,フジ日本精糖
404,2117,東証2部,日新製糖
405,2120,東証1部,ネクスト
406,2121,東証マザーズ,ミクシィ
407,2122,東証マザーズ,インタースペース
408,2124,JQスタンダード,ジェイエイシーリクルートメント
409,2127,東証1部,日本M&Aセンター
410,2128,東証1部,ノバレーゼ
411,2131,東証1部,アコーディア・ゴルフ
412,2132,JQグロース,アイレップ
413,2134,JQスタンダード,燦キャピタルマネージメント
414,2136,JQスタンダード,ヒップ
415,2137,札証アンビシャス,光ハイツ・ヴェラス
416,2138,JQスタンダード,クルーズ
417,2144,JQグロース,やまねメディカル
418,2145,JQスタンダード,データリンクス
419,2146,JQスタンダード,UTホールディングス
420,2148,東証マザーズ,アイティメディア
421,2150,東証マザーズ,ケアネット
422,2151,東証1部,タケエイ
423,2152,JQスタンダード,幼児活動研究会
424,2153,東証2部,E・Jホールディングス
425,2154,東証1部,トラスト・テック
426,2155,東証マザーズ,カービュー
427,2156,JQスタンダード,セーラー広告
428,2157,JQスタンダード,コシダカホールディングス
429,2158,東証マザーズ,UBIC
430,2159,東証マザーズ,フルスピード
431,2160,東証マザーズ,ジーエヌアイグループ
432,2162,JQスタンダード,日本マニュファクチャリングサービス
433,2163,JQスタンダード,アルトナー
434,2164,JQグロース,地域新聞社
435,2165,JQスタンダード,メガロス
436,2168,東証1部,パソナグループ
437,2169,東証1部,CDS
438,2170,東証1部,リンクアンドモチベーション
439,2172,札証アンビシャス,インサイト
440,2173,JQグロース,博展
441,2174,東証1部,GCAサヴィアン
442,2175,東証1部,エス・エム・エス
443,2176,JQスタンダード,イナリサーチ
444,2178,東証マザーズ,トライステージ
445,2179,JQスタンダード,成学社
446,2180,JQグロース,サニーサイドアップ
447,2181,東証1部,テンプホールディングス
448,2183,東証1部,リニカル
449,2185,JQスタンダード,シイエム・シイ
450,2186,JQスタンダード,ソーバル
451,2190,JQスタンダード,JCLバイオアッセイ
452,2191,JQスタンダード,テラ
453,2193,東証1部,クックパッド
454,2195,JQグロース,アミタホールディングス
455,2196,東証1部,エスクリ
456,2198,東証1部,アイ・ケイ・ケイ
457,2201,東証1部,森永製菓
458,2204,東証1部,中村屋
459,2206,東証1部,江崎グリコ
460,2207,東証1部,名糖産業
461,2208,東証2部,ブルボン
462,2209,東証2部,井村屋グループ
463,2211,東証1部,不二家
464,2212,東証1部,山崎製パン
465,2215,東証1部,第一屋製パン
466,2216,東証2部,カンロ
467,2217,東証1部,モロゾフ
468,2218,札証,日糧製パン
469,2220,東証1部,亀田製菓
470,2221,JQスタンダード,岩塚製菓
471,2222,東証1部,寿スピリッツ
472,2224,JQスタンダード,コモ
473,2226,JQスタンダード,フレンテ
474,2228,JQスタンダード,シベール
475,2229,東証1部,カルビー
476,2230,東証TPM,五洋食品産業
477,2264,東証1部,森永乳業
478,2266,東証1部,六甲バター
479,2267,東証1部,ヤクルト本社
480,2268,JQスタンダード,B-R サーティワン アイスクリーム
481,2269,東証1部,明治ホールディングス
482,2270,東証1部,雪印メグミルク
483,2270,札証,雪印メグミルク
484,2281,東証1部,プリマハム
485,2282,東証1部,日本ハム
486,2284,東証1部,伊藤ハム
487,2286,東証1部,林兼産業
488,2288,東証1部,丸大食品
489,2290,東証1部,米久
490,2291,東証2部,福留ハム
491,2292,東証1部,エスフーズ
492,2293,JQスタンダード,滝沢ハム
493,2294,JQスタンダード,柿安本店
494,2300,JQスタンダード,きょくとう
495,2301,東証1部,学情
496,2303,JQスタンダード,ドーン
497,2304,JQスタンダード,CSSホールディングス
498,2305,東証1部,スタジオアリス
499,2307,JQスタンダード,クロスキャット
500,2309,東証1部,シミックホールディングス
501,2311,JQスタンダード,エプコ
502,2315,JQスタンダード,SJI
503,2317,東証1部,システナ
504,2321,JQグロース,ソフトフロント
505,2322,東証1部,NECフィールディング
506,2323,JQスタンダード,fonfun
507,2325,東証2部,日本上下水道設計
508,2326,東証1部,デジタルアーツ
509,2327,東証1部,新日鉄住金ソリューションズ
510,2329,JQスタンダード,東北新社
511,2330,JQスタンダード,SmartEbook.com
512,2331,東証1部,綜合警備保障
513,2332,JQスタンダード,クエスト
514,2335,東証1部,キューブシステム
515,2337,JQスタンダード,いちごグループホールディングス
516,2338,東証マザーズ,ファステップス
517,2340,JQスタンダード,極楽湯
518,2341,JQスタンダード,アルバイトタイムス
519,2342,東証マザーズ,トランスジェニック
520,2344,JQスタンダード,平安レイサービス
521,2345,東証マザーズ,システム・テクノロジー・アイ
522,2349,JQスタンダード,エヌアイデイ
523,2351,東証マザーズ,ASJ
524,2352,東証マザーズ,エイジア
525,2353,東証1部,日本駐車場開発
526,2354,東証2部,安川情報システム
527,2359,東証1部,コア
528,2362,JQスタンダード,夢真ホールディングス
529,2369,東証マザーズ,メディビックグループ
530,2370,東証マザーズ,メディネット
531,2371,東証1部,カカクコム
532,2372,東証1部,アイロムホールディングス
533,2373,JQスタンダード,ケア21
534,2374,JQスタンダード,セントケア・ホールディング
535,2375,東証マザーズ,スリープログループ
536,2376,JQスタンダード,サイネックス
537,2378,東証1部,ルネサンス
538,2379,東証1部,ディップ
539,2384,東証1部,SBSホールディングス
540,2385,東証マザーズ,総医研ホールディングス
541,2388,JQグロース,ウェッジホールディングス
542,2389,東証1部,オプト
543,2391,JQスタンダード,プラネット
544,2393,東証マザーズ,日本ケアサプライ
545,2395,東証1部,新日本科学
546,2397,東証マザーズ,DNAチップ研究所
547,2398,東証1部,ツクイ
548,2399,東証1部,綜合臨床ホールディングス
549,2400,JQスタンダード,メッセージ
550,2402,東証マザーズ,アマナ
551,2404,東証マザーズ,鉄人化計画
552,2405,東証マザーズ,FUJIKOH
553,2406,JQスタンダード,アルテ サロン ホールディングス
554,2408,JQスタンダード,KG情報
555,2410,東証1部,キャリアデザインセンター
556,2411,JQスタンダード,ゲンダイエージェンシー
557,2412,東証2部,ベネフィット・ワン
558,2413,東証1部,エムスリー
559,2415,JQスタンダード,ヒューマンホールディングス
560,2417,東証2部,ツヴァイ
561,2418,東証1部,ベストブライダル
562,2425,JQグロース,ケアサービス
563,2427,東証1部,アウトソーシング
564,2428,東証2部,ウェルネット
565,2429,JQスタンダード,ワールドインテック
566,2432,東証1部,ディー・エヌ・エー
567,2433,東証1部,博報堂DYホールディングス
568,2434,JQスタンダード,丸誠
569,2435,JQスタンダード,シダー
570,2436,JQスタンダード,共同ピーアール
571,2437,JQスタンダード,シンワアートオークション
572,2438,東証マザーズ,アスカネット
573,2440,東証1部,ぐるなび
574,2445,東証2部,エスアールジータカミヤ
575,2449,JQスタンダード,プラップジャパン
576,2450,東証1部,一休
